商品マスタ用テンプレート,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商品マスタID,Mycaアプリ上でのID,商品名,商品名カナ,エキスパンション,カード番号,レアリティ,封入パック,キーワード,JANコード,表示順,ジャンル,カテゴリ,販売店舗価格,買取価格,買取専用,自動印刷,店舗タブレット表示,在庫数無限商品,端数処理を無効にする,商品一覧に表示しない,アップロードエラー,,,,,,,,,,,
ハンドル名,（この部分は変更しないでください）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,myca_item_id,display_name,display_name_ruby,expansion,cardnumber,rarity,pack_name,keyword,readonly_product_code,order_number,genre_display_name,category_display_name,sell_price,buy_price,is_buy_only,allow_auto_print_label,tablet_allowed,infinite_stock,disallow_round,hidden,upload_error,,,,,,,,,,,
この下の行からデータ開始,（この下からデータを記入してください）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185720,150330,ポケモンコレクター,,L1,068/070,◆,ソウルシルバーコレクション,L1 068/070 ポケモンコレクター ぽけもんこれくたー,,0,ポケモン,カード,0,150,☐,https://www.pokemon-card.com/assets/images/card_images/large/L1-Bss/025260_T_POKEMONKOREKUTA.jpg,,,,,,,,,,False,ポケモンコレクター,068070,ポケモンコレクター,068070,ポケモンコレクター,068070
1185883,150150,ピカチュウ,,L1,032/070,●,ソウルシルバーコレクション,L1 032/070 ピカチュウ ぴかちゅう,,0,ポケモン,カード,2180,1800,☐,https://www.pokemon-card.com/assets/images/card_images/large/L1-Bss/025191_P_PIKACHUU.jpg,,,,,,,,,,False,ピカチュウ,032070,ピカチュウ,032070,ピカチュウ,032070
1185887,150145,ピチュー,,L1,031/070,★,ソウルシルバーコレクション,L1 031/070 ピチュー ぴちゅー,,0,ポケモン,カード,2980,2400,☐,https://www.pokemon-card.com/assets/images/card_images/large/L1-Bss/025189_P_PICHU.jpg,,,,,,,,,,False,ピチュー,031070,ピチュー,031070,ピチュー,031070
1186089,140390,おかいものピカチュウ,,L-P,079/L-P,PROMO,ポケモンセンターで、オリジナルカードをもらおうキャンペーン,L-P 079/L-P オカイモノピカチュウ おかいものぴかちゅう,,0,ポケモン,カード,30800,43000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026212_P_OKAIMONOPIKACHUU.jpg,,,,,,,,,,False,おかいものピカチュウ,079lp,おかいものピカチュウ,079lp,おかいものピカチュウ,079lp
1186104,140375,デオキシス,,L-P,076/L-P,PROMO,伝説ポケモンプレゼント キャンペーン,L-P 076/L-P デオキシス でおきしす,,0,ポケモン,カード,48800,43000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026196_P_DEOKISHISU.gif,,,,,,,,,,False,デオキシス,076lp,デオキシス,076lp,デオキシス,076lp
1186111,140370,レックウザ,,L-P,075/L-P,PROMO,伝説ポケモンプレゼント キャンペーン,L-P 075/L-P レックウザ れっくうざ,,0,ポケモン,カード,48800,43000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026195_P_REKKUUZA.gif,,,,,,,,,,False,レックウザ,075lp,レックウザ,075lp,レックウザ,075lp
1186116,140365,ディアルガ,,L-P,074/L-P,PROMO,伝説ポケモンプレゼント キャンペーン,L-P 074/L-P ディアルガ でぃあるが,,0,ポケモン,カード,36800,31000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026194_P_DEIARUGA.gif,,,,,,,,,,False,ディアルガ,074lp,ディアルガ,074lp,ディアルガ,074lp
1186119,140360,パルキア,,L-P,073/L-P,PROMO,伝説ポケモンプレゼント キャンペーン,L-P 073/L-P パルキア ぱるきあ,,0,ポケモン,カード,48800,43000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026193_P_PARUKIA.gif,,,,,,,,,,False,パルキア,073lp,パルキア,073lp,パルキア,073lp
1186123,140355,グラードン,,L-P,072/L-P,PROMO,伝説ポケモンプレゼント キャンペーン,L-P 072/L-P グラードン ぐらーどん,,0,ポケモン,カード,48800,43000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026192_P_GURADON.gif,,,,,,,,,,False,グラードン,072lp,グラードン,072lp,グラードン,072lp
1186130,140350,カイオーガ,,L-P,071/L-P,PROMO,伝説ポケモンプレゼント キャンペーン,L-P 071/L-P カイオーガ かいおーが,,0,ポケモン,カード,48800,43000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026191_P_KAIOGA.gif,,,,,,,,,,False,カイオーガ,071lp,カイオーガ,071lp,カイオーガ,071lp
1186139,140340,エレブー,,L-P,069/L-P,PROMO,頂上大激突 発売記念大会,L-P 069/L-P エレブー えれぶー,,0,ポケモン,カード,11800,9500,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026187_P_EREBU.gif,,,,,,,,,,False,エレブー,069lp,エレブー,069lp,エレブー,069lp
1186148,140330,ツボツボ,,L-P,067/L-P,PROMO,ポケモンチャレンジひろば 6月,L-P 067/L-P ツボツボ つぼつぼ,,0,ポケモン,カード,118000,100000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026091_P_TSUBOTSUBO.gif,,,,,,,,,,False,ツボツボ,067lp,ツボツボ,067lp,ツボツボ,067lp
1186152,140325,ルギア,,L-P,066/L-P,PROMO,色ちがいのポケモンプレゼント キャンペーン,L-P 066/L-P ルギア るぎあ,,0,ポケモン,カード,488000,470000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026186_P_RUGIA.gif,,,,,,,,,,False,ルギア,066lp,ルギア,066lp,ルギア,066lp
1186157,140320,ホウオウ,,L-P,065/L-P,PROMO,色ちがいのポケモンプレゼント キャンペーン,L-P 065/L-P ホウオウ ほうおう,,0,ポケモン,カード,488000,470000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026185_P_HOUOU.gif,,,,,,,,,,False,ホウオウ,065lp,ホウオウ,065lp,ホウオウ,065lp
1186161,140315,ライコウ,,L-P,064/L-P,PROMO,色ちがいのポケモンプレゼント キャンペーン,L-P 064/L-P ライコウ らいこう,,0,ポケモン,カード,218000,190000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026184_P_RAIKOU.gif,,,,,,,,,,False,ライコウ,064lp,ライコウ,064lp,ライコウ,064lp
1186164,140310,スイクン,,L-P,063/L-P,PROMO,色ちがいのポケモンプレゼント キャンペーン,L-P 063/L-P スイクン すいくん,,0,ポケモン,カード,218000,190000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026183_P_SUIKUN.gif,,,,,,,,,,False,スイクン,063lp,スイクン,063lp,スイクン,063lp
1186166,140305,エンテイ,,L-P,062/L-P,PROMO,色ちがいのポケモンプレゼント キャンペーン,L-P 062/L-P エンテイ えんてい,,0,ポケモン,カード,218000,190000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026182_P_ENTEI.gif,,,,,,,,,,False,エンテイ,062lp,エンテイ,062lp,エンテイ,062lp
1186171,140300,ライコウ,,L-P,061/L-P,PROMO,ポケモンカードゲームLEGEND パーフェクトセット,L-P 061/L-P ライコウ らいこう,,0,ポケモン,カード,12800,15000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026181_P_RAIKOU.gif,,,,,,,,,,False,ライコウ,061lp,ライコウ,061lp,ライコウ,061lp
1186177,140295,スイクン,,L-P,060/L-P,PROMO,ポケモンカードゲームLEGEND パーフェクトセット,L-P 060/L-P スイクン すいくん,,0,ポケモン,カード,12800,15000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026180_P_SUIKUN.gif,,,,,,,,,,False,スイクン,060lp,スイクン,060lp,スイクン,060lp
1186183,140290,エンテイ,,L-P,059/L-P,PROMO,ポケモンカードゲームLEGEND パーフェクトセット,L-P 059/L-P エンテイ えんてい,,0,ポケモン,カード,12800,15000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026179_P_ENTEI.gif,,,,,,,,,,False,エンテイ,059lp,エンテイ,059lp,エンテイ,059lp
1186186,140285,ラプラス,,L-P,058/L-P,PROMO,ポケモンチャレンジひろば 5月,L-P 058/L-P ラプラス らぷらす,,0,ポケモン,カード,36800,48000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026089_P_RAPURASU.gif,,,,,,,,,,False,ラプラス,058lp,ラプラス,058lp,ラプラス,058lp
1186196,140275,ザングース,,L-P,056/L-P,PROMO,ロストリンク 発売記念大会,L-P 056/L-P ザングース ざんぐーす,,0,ポケモン,カード,4980,4000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/026085_P_ZANGUSU.gif,,,,,,,,,,False,ザングース,056lp,ザングース,056lp,ザングース,056lp
1186219,140250,レジェンドボックス,,L-P,051/L-P,PROMO,ポケモンチャレンジひろば カードゲットバトルよみがえる伝説 発売記念大会,L-P 051/L-P レジェンドボックス れじぇんどぼっくす,,0,ポケモン,カード,18800,14000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025729_T_REJIENDOBOKKUSU.gif,,,,,,,,,,False,レジェンドボックス,051lp,レジェンドボックス,051lp,レジェンドボックス,051lp
1186224,140245,デルビル,,L-P,050/L-P,PROMO,ポケモンチャレンジひろば カードゲットバトルよみがえる伝説 発売記念大会,L-P 050/L-P デルビル でるびる,,0,ポケモン,カード,7280,9000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025728_P_DERUBIRU.gif,,,,,,,,,,False,デルビル,050lp,デルビル,050lp,デルビル,050lp
1186228,140240,ストライク,,L-P,049/L-P,PROMO,ポケモンチャレンジひろば カードゲットバトルよみがえる伝説 発売記念大会,L-P 049/L-P ストライク すとらいく,,0,ポケモン,カード,8480,9000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025727_P_SUTORAIKU.gif,,,,,,,,,,False,ストライク,049lp,ストライク,049lp,ストライク,049lp
1186232,140235,ホウオウ,,L-P,048/L-P,PROMO,ポケモンワールドチャンピオンシップス2010 日本代表決定大会,L-P 048/L-P ホウオウ ほうおう,,0,ポケモン,カード,7280,9000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025327_P_HOUOU.gif,,,,,,,,,,False,ホウオウ,048lp,ホウオウ,048lp,ホウオウ,048lp
1186238,140230,ルギア,,L-P,047/L-P,PROMO,ポケモンワールドチャンピオンシップス2010 日本代表決定大会,L-P 047/L-P ルギア るぎあ,,0,ポケモン,カード,10800,11000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025325_P_RUGIA.gif,,,,,,,,,,False,ルギア,047lp,ルギア,047lp,ルギア,047lp
1186243,140225,ラティオス,,L-P,046/L-P,PROMO,ハートゴールドコレクション・ソウルシルバーコレクション スペシャルパック,L-P 046/L-P ラティオス らてぃおす,,0,ポケモン,カード,10800,16000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025487_P_RATEIOSU.gif,,,,,,,,,,False,ラティオス,046lp,ラティオス,046lp,ラティオス,046lp
1186247,140220,ラティアス,,L-P,045/L-P,PROMO,ハートゴールドコレクション・ソウルシルバーコレクション スペシャルパック,L-P 045/L-P ラティアス らてぃあす,,0,ポケモン,カード,11800,16000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025485_P_RATEIASU.gif,,,,,,,,,,False,ラティアス,045lp,ラティアス,045lp,ラティアス,045lp
1186305,140140,ヤドラン,,L-P,029/L-P,PROMO,ドミノピザ わくわくポケモンパック 第1弾,L-P 029/L-P ヤドラン やどらん,,0,ポケモン,カード,4980,8000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025321_P_YADORAN.gif,,,,,,,,,,False,ヤドラン,029lp,ヤドラン,029lp,ヤドラン,029lp
1186307,140135,ヤドン,,L-P,028/L-P,PROMO,ドミノピザ わくわくポケモンパック 第1弾,L-P 028/L-P ヤドン やどん,,0,ポケモン,カード,5480,8000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025319_P_YADON.jpg,,,,,,,,,,False,ヤドン,028lp,ヤドン,028lp,ヤドン,028lp
1186325,140110,ウツギはかせの育てかた,,L-P,023/L-P,PROMO,ポケモンカードゲームLEGEND 発売記念大会,L-P 023/L-P ウツギハカセノソダテカタ うつぎはかせのそだてかた,,0,ポケモン,カード,24800,21000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025280_T_UTSUGIHAKASENOSODATEKATA.gif,,,,,,,,,,False,ウツギはかせの育てかた,023lp,ウツギはかせの育てかた,023lp,ウツギはかせの育てかた,023lp
1186327,140105,オタチ,,L-P,022/L-P,PROMO,ポケモンカードゲームLEGEND 発売記念大会,L-P 022/L-P オタチ おたち,,0,ポケモン,カード,2580,4000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025278_P_OTACHI.gif,,,,,,,,,,False,オタチ,022lp,オタチ,022lp,オタチ,022lp
1186329,140100,ダークライ,,L-P,021/L-P,PROMO,PCGアクションポイント スーパーランク,L-P 021/L-P ダークライ だーくらい,,0,ポケモン,カード,15800,21000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025317_P_DAKURAI.gif,,,,,,,,,,False,ダークライ,021lp,ダークライ,021lp,ダークライ,021lp
1186332,140095,クレセリア,,L-P,020/L-P,PROMO,PCGアクションポイント スーパーランク,L-P 020/L-P クレセリア くれせりあ,,0,ポケモン,カード,13800,15000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025315_P_KURESERIA.gif,,,,,,,,,,False,クレセリア,020lp,クレセリア,020lp,クレセリア,020lp
1186334,140090,ピカチュウ,,L-P,019/L-P,PROMO,PCGアクションポイント ゴールドランク,L-P 019/L-P ピカチュウ ぴかちゅう,,0,ポケモン,カード,36800,58000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025313_P_PIKACHUU.gif,,,,,,,,,,False,ピカチュウ,019lp,ピカチュウ,019lp,ピカチュウ,019lp
1186362,140045,ヒメグマ,,L-P,010/L-P,PROMO,オリジナルキラカードランダムプレゼントキャンペーン,L-P 010/L-P ヒメグマ ひめぐま,,0,ポケモン,カード,1880,2000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025277_P_HIMEGUMA.gif,,,,,,,,,,False,ヒメグマ,010lp,ヒメグマ,010lp,ヒメグマ,010lp
1186366,140040,ゴマゾウ,,L-P,009/L-P,PROMO,オリジナルキラカードランダムプレゼントキャンペーン,L-P 009/L-P ゴマゾウ ごまぞう,,0,ポケモン,カード,1780,1700,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025275_P_GOMAZOU.gif,,,,,,,,,,False,ゴマゾウ,009lp,ゴマゾウ,009lp,ゴマゾウ,009lp
1186367,140035,メリープ,,L-P,008/L-P,PROMO,オリジナルキラカードランダムプレゼントキャンペーン,L-P 008/L-P メリープ めりーぷ,,0,ポケモン,カード,2080,1800,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025274_P_MERIPU.gif,,,,,,,,,,False,メリープ,008lp,メリープ,008lp,メリープ,008lp
1186369,140030,ワニノコ,,L-P,007/L-P,PROMO,オリジナルキラカードランダムプレゼントキャンペーン,L-P 007/L-P ワニノコ わにのこ,,0,ポケモン,カード,2580,4500,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025273_P_WANINOKO.gif,,,,,,,,,,False,ワニノコ,007lp,ワニノコ,007lp,ワニノコ,007lp
1186371,140025,ヒノアラシ,,L-P,006/L-P,PROMO,オリジナルキラカードランダムプレゼントキャンペーン,L-P 006/L-P ヒノアラシ ひのあらし,,0,ポケモン,カード,3680,4500,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025272_P_HINOARASHI.gif,,,,,,,,,,False,ヒノアラシ,006lp,ヒノアラシ,006lp,ヒノアラシ,006lp
1186374,140020,チコリータ,,L-P,005/L-P,PROMO,オリジナルキラカードランダムプレゼントキャンペーン,L-P 005/L-P チコリータ ちこりーた,,0,ポケモン,カード,3080,4500,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025270_P_CHIKORITA.gif,,,,,,,,,,False,チコリータ,005lp,チコリータ,005lp,チコリータ,005lp
1186376,140015,ギャラドス,,L-P,004/L-P,PROMO,ランダムベーシックパック おまけ,L-P 004/L-P ギャラドス ぎゃらどす,,0,ポケモン,カード,13800,15000,☐,https://www.pokemon-card.com/assets/images/card_images/large/LP/025268_P_GYARADOSU.gif,,,,,,,,,,False,ギャラドス,004lp,ギャラドス,004lp,ギャラドス,004lp
1186455,133550,ピカチュウM,,-,012/022,,映画公開記念 ランダムパック2009,- 012/022 ピカチュウM ぴかちゅうM,,0,ポケモン,カード,3680,5000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt-MRP09/024311_P_PIKACHUUMMUBI.jpg,,,,,,,,,,False,ピカチュウm,012022,ピカチュウm,012022,ピカチュウm,012022
1186456,133545,ギザみみピチューM,,-,011/022,,映画公開記念 ランダムパック2009,- 011/022 ギザミミピチューM ぎざみみぴちゅーM,,0,ポケモン,カード,5480,7000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt-MRP09/024310_P_GIZAMIMIPICHUMMUBI.gif,,,,,,,,,,False,ギザみみピチューm,011022,ギザみみピチューm,011022,ギザみみピチューm,011022
1186458,133540,ギザみみピチューM,,-,010/022,,映画公開記念 ランダムパック2009,- 010/022 ギザミミピチューM ぎざみみぴちゅーM,,0,ポケモン,カード,5480,7000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt-MRP09/024309_P_GIZAMIMIPICHUMMUBI.gif,,,,,,,,,,False,ギザみみピチューm,010022,ギザみみピチューm,010022,ギザみみピチューm,010022
1186459,133535,ギザみみピチューM,,-,009/022,,映画公開記念 ランダムパック2009,- 009/022 ギザミミピチューM ぎざみみぴちゅーM,,0,ポケモン,カード,5480,7000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt-MRP09/024308_P_GIZAMIMIPICHUMMUBI.gif,,,,,,,,,,False,ギザみみピチューm,009022,ギザみみピチューm,009022,ギザみみピチューm,009022
1186498,133430,ピカチュウ,,乱,007/016,,乱戦! ポケモンスクランブル×ポケモンカードゲーム,乱 007/016 ピカチュウ ぴかちゅう,,0,ポケモン,カード,60800,1500,☐,https://www.pokemon-card.com/assets/images/card_images/large/Ran/024287_P_PIKACHUU.jpg,,,,,,,,,,False,ピカチュウ,007016,ピカチュウ,007016,ピカチュウ,007016
1186577,133290,アルセウスLV.X,,Pt4,077/090,☆,アルセウス光臨,Pt4 077/090 アルセウス アルセウス あるせうす,,0,ポケモン,カード,0,8000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt4-B/024222_P_ARUSEUSU.gif,,,,,,,,,,False,アルセウスlv.x,077090,アルセウスlv.x,077090,アルセウスlv.x,077090
1186593,133265,ボーマンダLV.X,,Pt4,072/090,☆,アルセウス光臨,Pt4 072/090 ボーマンダ ボーマンダ ぼーまんだ,,0,ポケモン,カード,0,8000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt4-B/024211_P_BOMANDA.gif,,,,,,,,,,False,ボーマンダlv.x,072090,ボーマンダlv.x,072090,ボーマンダlv.x,072090
1186683,133120,ゲンガーLV.X,,Pt4,043/090,☆,アルセウス光臨,Pt4 043/090 ゲンガー ゲンガー げんがー,,0,ポケモン,カード,0,90000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt4-B/024150_P_GENGA.gif,,,,,,,,,,False,ゲンガーlv.x,043090,ゲンガーlv.x,043090,ゲンガーlv.x,043090
1186814,133060,ピカチュウ,,Pt4,031/090,●,アルセウス光臨,Pt4 031/090 ピカチュウ ぴかちゅう,,0,ポケモン,カード,1880,1500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt4-B/024126_P_PIKACHUU.jpg,,,,,,,,,,False,ピカチュウ,031090,ピカチュウ,031090,ピカチュウ,031090
1186864,132990,リザードン,,Pt4,017/090,★,アルセウス光臨,Pt4 017/090 リザードン りざーどん,,0,ポケモン,カード,10800,8500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt4-B/024096_P_RIZADON.gif,,,,,,,,,,False,リザードン,017090,リザードン,017090,リザードン,017090
1186897,132925,モジャンボLV.X,,Pt4,004/090,☆,アルセウス光臨,Pt4 004/090 モジャンボ もじゃんぼ,,0,ポケモン,カード,0,3000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt4-B/024069_P_MOJANBO.gif,,,,,,,,,,False,モジャンボlv.x,004090,モジャンボlv.x,004090,モジャンボlv.x,004090
1186927,132860,アルセウスLV.X,,-,011/017,,構築スタンダードデッキ アルセウスLV.X 草&炎,- 011/017 アルセウス アルセウス あるせうす,,0,ポケモン,カード,0,10000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt4-Sgf/024020_P_ARUSEUSU.gif,,,,,,,,,,False,アルセウスlv.x,011017,アルセウスlv.x,011017,アルセウスlv.x,011017
1186981,132760,アルセウスLV.X,,-,011/017,,構築スタンダードデッキ アルセウスLV.X 雷&超,- 011/017 アルセウス アルセウス あるせうす,,0,ポケモン,カード,0,10000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt4-Slp/024051_P_ARUSEUSU.gif,,,,,,,,,,False,アルセウスlv.x,011017,アルセウスlv.x,011017,アルセウスlv.x,011017
1187008,132705,時空のゆがみ,,PtS,012/012,,コレクションパック シェイミLV.X,PtS 012/012 ジクウノユガミ じくうのゆがみ,,0,ポケモン,カード,680,200,☐,https://www.pokemon-card.com/assets/images/card_images/large/CPs/023550_T_JIKUUNOYUGAMI.gif,,,,,,,,,,False,時空のゆがみ,012012,時空のゆがみ,012012,時空のゆがみ,012012
1187022,132680,ピカチュウ,,PtS,007/012,,コレクションパック シェイミLV.X,PtS 007/012 ピカチュウ ぴかちゅう,,0,ポケモン,カード,1680,1500,☐,https://www.pokemon-card.com/assets/images/card_images/large/CPs/023540_P_PIKACHUU.jpg,,,,,,,,,,False,ピカチュウ,007012,ピカチュウ,007012,ピカチュウ,007012
1187035,132660,シェイミLV.X,,PtS,003/012,,コレクションパック シェイミLV.X,PtS 003/012 シェイミ シェイミ しぇいみ,,0,ポケモン,カード,4980,5500,☐,https://www.pokemon-card.com/assets/images/card_images/large/CPs/023530_P_SHIEIMI.gif,,,,,,,,,,False,シェイミlv.x,003012,シェイミlv.x,003012,シェイミlv.x,003012
1187045,132645,時空のゆがみ,,PtM,012/012,,コレクションパック ミュウツーLV.X,PtM 012/012 ジクウノユガミ じくうのゆがみ,,0,ポケモン,カード,680,200,☐,https://www.pokemon-card.com/assets/images/card_images/large/CPm/023575_T_JIKUUNOYUGAMI.gif,,,,,,,,,,False,時空のゆがみ,012012,時空のゆがみ,012012,時空のゆがみ,012012
1187063,132615,ミュウツーLV.X,,PtM,006/012,,コレクションパック ミュウツーLV.X,PtM 006/012 ミュウツー ミュウツー みゅうつー,,0,ポケモン,カード,10800,10000,☐,https://www.pokemon-card.com/assets/images/card_images/large/CPm/023561_P_MYUUTSU.gif,,,,,,,,,,False,ミュウツーlv.x,006012,ミュウツーlv.x,006012,ミュウツーlv.x,006012
1187091,132585,時空のゆがみ,,PtR,012/012,,コレクションパック レジギガスLV.X,PtR 012/012 ジクウノユガミ じくうのゆがみ,,0,ポケモン,カード,680,200,☐,https://www.pokemon-card.com/assets/images/card_images/large/CPr/023525_T_JIKUUNOYUGAMI.gif,,,,,,,,,,False,時空のゆがみ,012012,時空のゆがみ,012012,時空のゆがみ,012012
1187094,132580,レジギガスLV.X,,PtR,011/012,,コレクションパック レジギガスLV.X,PtR 011/012 レジギガス レジギガス れじぎがす,,0,ポケモン,カード,3680,4500,☐,https://www.pokemon-card.com/assets/images/card_images/large/CPr/023522_P_REJIGIGASU.gif,,,,,,,,,,False,レジギガスlv.x,011012,レジギガスlv.x,011012,レジギガスlv.x,011012
1187175,132425,バトルサーチャー,,Pt3,088/100,◆,フロンティアの鼓動,Pt3 088/100 バトルサーチャー ばとるさーちゃー,,0,ポケモン,カード,0,500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt3-B/023241_T_BATORUSACHA.jpg,,,,,,,,,,False,バトルサーチャー,088100,バトルサーチャー,088100,バトルサーチャー,088100
1187190,132390,ムクホークFB LV.X,,Pt3,081/100,☆,フロンティアの鼓動,Pt3 081/100 ムクホークFB ムクホークフロンティアブレーン むくほーくふろんてぃあぶれーん,,0,ポケモン,カード,0,4000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt3-B/023225_P_MUKUHOKUFBFURONTEIABUREN.gif,,,,,,,,,,False,ムクホークfblv.x,081100,ムクホークfblv.x,081100,ムクホークfblv.x,081100
1187200,132380,レックウザC LV.X,,Pt3,079/100,☆,フロンティアの鼓動,Pt3 079/100 レックウザC レックウザC れっくうざC,,0,ポケモン,カード,0,46000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt3-B/023220_P_REKKUUZACCHANPION.gif,,,,,,,,,,False,レックウザclv.x,079100,レックウザclv.x,079100,レックウザclv.x,079100
1187238,132310,アブソルGLV.X,,Pt3,065/100,☆,フロンティアの鼓動,Pt3 065/100 アブソルG アブソルG あぶそるG,,0,ポケモン,カード,0,17000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt3-B/023189_P_ABUSORUGGINGA.gif,,,,,,,,,,False,アブソルglv.x,065100,アブソルglv.x,065100,アブソルglv.x,065100
1187296,132180,エレキブルFBLV.X,,Pt3,039/100,☆,フロンティアの鼓動,Pt3 039/100 エレキブルFB エレキブルフロンティアブレーン えれきぶるふろんてぃあぶれーん,,0,ポケモン,カード,0,8000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt3-B/023137_P_EREKIBURUFBFURONTEIABUREN.gif,,,,,,,,,,False,エレキブルfblv.x,039100,エレキブルfblv.x,039100,エレキブルfblv.x,039100
1187349,132085,バシャーモFBLV.X,,Pt3,020/100,☆,フロンティアの鼓動,Pt3 020/100 バシャーモFB バシャーモフロンティアブレーン ばしゃーもふろんてぃあぶれーん,,0,ポケモン,カード,0,9000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt3-B/023096_P_BASHAMOFBFURONTEIABUREN.gif,,,,,,,,,,False,バシャーモfblv.x,020100,バシャーモfblv.x,020100,バシャーモfblv.x,020100
1187437,131900,リザードンG LV.X,,Pt,002/016,,対戦スターターパックSP ガブリアスVSリザードン,Pt 002/016 リザードンG リザードンG りざーどんG,,0,ポケモン,カード,27800,31000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt3-Sl/023030_P_RIZADONGGINGA.gif,,,,,,,,,,False,リザードンglv.x,002016,リザードンglv.x,002016,リザードンglv.x,002016
1187473,131830,ガブリアスC LV.X,,Pt,007/016,,対戦スターターパックSP ガブリアスVSリザードン,Pt 007/016 ガブリアスC ガブリアスC がぶりあすC,,0,ポケモン,カード,4180,3500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt3-Sg/023013_P_GABURIASUCCHANPION.gif,,,,,,,,,,False,ガブリアスclv.x,007016,ガブリアスclv.x,007016,ガブリアスclv.x,007016
1187524,131745,ピカチュウ,,Pt2,088/090,☆,時の果ての絆,Pt2 088/090 ピカチュウ ぴかちゅう,,0,ポケモン,カード,0,5000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt2-B/022264_P_PIKACHUU.gif,,,,,,,,,,False,ピカチュウ,088090,ピカチュウ,088090,ピカチュウ,088090
1187573,131670,フライゴンLV.X,,Pt2,073/090,☆,時の果ての絆,Pt2 073/090 フライゴン フライゴン ふらいごん,,0,ポケモン,カード,0,9000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt2-B/022238_P_FURAIGON.gif,,,,,,,,,,False,フライゴンlv.x,073090,フライゴンlv.x,073090,フライゴンlv.x,073090
